,age,job,marital,education,default,balance,housing,loan,contact,campaign,y,season,day_binned
29090,60,management,married,primary,no,92,no,no,telephone,1,0,winter,1
29091,32,services,single,secondary,no,6857,no,no,cellular,1,0,winter,1
29097,43,services,married,unknown,no,790,no,no,cellular,1,0,winter,1
29098,53,technician,married,secondary,no,7984,yes,no,cellular,1,0,winter,1
29100,36,admin.,married,secondary,no,96,no,no,cellular,1,1,winter,1
29101,31,unemployed,single,secondary,no,284,yes,no,cellular,1,1,winter,1
29102,36,blue-collar,single,secondary,no,50,no,no,telephone,1,0,winter,1
29104,31,technician,divorced,secondary,no,304,no,no,cellular,2,0,winter,1
29105,35,admin.,single,tertiary,no,994,no,no,cellular,2,0,winter,1
29106,34,management,married,tertiary,no,28,yes,no,cellular,1,0,winter,1
29107,35,blue-collar,married,primary,no,0,no,yes,cellular,2,0,winter,1
29108,46,management,married,tertiary,no,587,no,no,telephone,1,0,winter,1
29109,27,student,single,secondary,no,1411,no,no,cellular,1,0,winter,1
29110,38,services,single,secondary,no,4317,yes,no,cellular,2,0,winter,1
29111,47,management,single,tertiary,no,585,yes,no,cellular,1,0,winter,1
29112,43,blue-collar,married,primary,no,575,no,no,cellular,1,0,winter,1
29113,28,technician,single,tertiary,no,-481,yes,yes,cellular,1,0,winter,1
29117,34,entrepreneur,married,tertiary,no,-508,yes,no,cellular,1,0,winter,1
29118,37,management,married,tertiary,no,767,no,yes,cellular,1,0,winter,1
29119,29,unemployed,single,secondary,no,875,no,no,cellular,1,0,winter,1
29120,26,student,single,tertiary,no,376,no,no,telephone,2,0,winter,1
29121,34,blue-collar,married,primary,no,1873,yes,no,cellular,1,0,winter,1
29122,29,technician,single,secondary,no,120,no,no,cellular,3,0,winter,1
29123,26,management,single,tertiary,no,761,no,no,cellular,1,0,winter,1
29124,33,technician,single,secondary,no,1327,yes,no,cellular,7,0,winter,1
29125,30,admin.,single,tertiary,no,267,no,no,cellular,1,0,winter,1
29126,42,self-employed,single,secondary,no,924,no,no,cellular,1,0,winter,1
29127,29,admin.,single,secondary,no,196,no,no,telephone,1,0,winter,1
29128,41,management,married,primary,no,243,yes,no,cellular,1,0,winter,1
29129,34,technician,married,primary,no,1301,no,no,cellular,1,0,winter,1
29130,35,technician,married,secondary,no,723,no,no,cellular,1,0,winter,1
29131,29,management,married,tertiary,no,-45,no,no,cellular,1,0,winter,1
29133,34,management,married,tertiary,no,926,no,yes,cellular,2,0,winter,1
29137,39,technician,married,tertiary,no,794,no,no,telephone,1,0,winter,1
29138,27,management,single,tertiary,yes,1414,yes,no,cellular,1,0,winter,1
29139,35,admin.,married,secondary,no,643,yes,no,cellular,2,0,winter,1
29140,41,management,single,tertiary,no,-24,yes,no,cellular,1,0,winter,1
29141,44,unemployed,single,tertiary,no,7822,yes,no,telephone,1,0,winter,1
29142,59,blue-collar,married,primary,no,0,no,no,cellular,1,0,winter,1
29144,34,unemployed,divorced,tertiary,no,182,yes,no,cellular,1,0,winter,1
29145,40,blue-collar,married,primary,no,418,no,no,cellular,2,0,winter,1
29147,41,blue-collar,divorced,secondary,no,-224,yes,no,cellular,2,0,winter,1
29148,36,management,married,tertiary,no,853,yes,yes,cellular,1,0,winter,1
29149,54,unemployed,divorced,secondary,no,6745,no,no,cellular,1,0,winter,1
29151,46,housemaid,married,primary,no,0,no,no,telephone,1,0,winter,1
29152,38,management,married,tertiary,no,661,yes,no,cellular,1,0,winter,1
29155,36,admin.,married,secondary,no,131,yes,no,cellular,1,0,winter,1
29157,46,blue-collar,divorced,primary,no,216,no,no,cellular,1,0,winter,1
29158,83,retired,married,primary,no,425,no,no,telephone,1,0,winter,1
29160,38,technician,married,secondary,no,201,yes,no,cellular,1,0,winter,1
29161,36,unemployed,divorced,secondary,no,1366,no,yes,cellular,1,0,winter,1
29162,59,blue-collar,married,secondary,no,410,yes,no,cellular,1,0,winter,1
29163,30,management,single,tertiary,no,45,no,no,telephone,2,0,winter,1
29164,31,technician,single,secondary,no,775,no,no,cellular,1,0,winter,1
29165,34,management,married,tertiary,no,490,yes,no,cellular,1,0,winter,1
29166,35,services,married,secondary,no,-50,no,no,cellular,1,0,winter,1
29167,29,admin.,single,secondary,no,1027,yes,no,cellular,1,1,winter,1
29170,31,services,single,secondary,no,125,no,no,cellular,1,0,winter,1
29171,32,management,single,tertiary,no,207,yes,no,cellular,1,0,winter,1
29173,37,blue-collar,married,secondary,no,-67,no,no,cellular,1,0,winter,1
29175,41,housemaid,married,primary,no,1332,no,no,telephone,3,0,winter,1
29177,40,services,married,secondary,no,683,yes,no,cellular,2,0,winter,1
29179,52,unemployed,married,primary,no,3175,no,no,cellular,1,0,winter,1
29185,34,technician,married,tertiary,no,-624,no,no,telephone,8,0,winter,1
29186,37,management,married,primary,no,1404,yes,no,cellular,1,0,winter,1
29189,38,entrepreneur,married,tertiary,no,136,yes,yes,cellular,2,0,winter,1
29190,41,admin.,married,secondary,no,437,yes,no,cellular,1,0,winter,1
29191,46,services,divorced,unknown,no,973,no,no,cellular,1,0,winter,1
29192,32,management,married,tertiary,no,55,no,no,cellular,3,0,winter,1
29193,38,blue-collar,married,primary,no,489,yes,no,cellular,1,0,winter,1
29195,44,management,married,secondary,no,991,no,no,cellular,1,0,winter,1
29197,35,management,single,tertiary,no,688,no,no,cellular,1,0,winter,1
29198,28,management,single,tertiary,no,224,yes,no,cellular,3,0,winter,1
29199,31,technician,single,tertiary,no,1625,no,no,cellular,1,0,winter,1
29200,33,management,single,tertiary,no,1021,no,no,cellular,1,0,winter,1
29201,43,management,married,secondary,yes,16,no,no,cellular,2,0,winter,1
29202,60,retired,married,tertiary,no,2557,yes,no,cellular,1,1,winter,1
29203,31,admin.,single,secondary,no,338,no,no,cellular,2,0,winter,1
29204,29,management,single,tertiary,no,29,no,no,cellular,1,0,winter,1
29205,27,student,single,secondary,no,1625,no,no,cellular,5,0,winter,1
29207,33,management,single,tertiary,no,5437,no,no,cellular,1,0,winter,1
29208,33,admin.,married,secondary,no,3519,no,no,cellular,1,0,winter,1
29209,45,housemaid,married,tertiary,no,40,yes,no,cellular,1,0,winter,1
29210,43,management,married,tertiary,no,0,no,no,cellular,2,0,winter,1
29212,43,technician,single,secondary,no,257,yes,no,cellular,2,0,winter,1
29213,53,admin.,divorced,secondary,no,372,no,yes,cellular,2,0,winter,1
29214,59,management,married,tertiary,no,3401,no,no,cellular,1,0,winter,1
29215,46,management,married,tertiary,no,5261,no,no,cellular,1,0,winter,1
29216,35,services,divorced,secondary,no,6,no,no,cellular,1,0,winter,1
29217,26,student,single,secondary,no,2469,no,no,cellular,1,0,winter,1
29219,40,management,married,tertiary,no,0,yes,no,cellular,1,0,winter,1
29220,53,technician,single,tertiary,no,-167,yes,yes,cellular,1,0,winter,1
29221,61,housemaid,single,unknown,no,893,no,no,telephone,1,0,winter,1
29223,32,management,married,tertiary,no,141,no,no,cellular,2,0,winter,1
29224,42,management,married,secondary,no,0,yes,yes,cellular,1,0,winter,1
29225,31,management,single,tertiary,no,630,no,no,cellular,2,0,winter,1
29226,28,student,single,secondary,no,689,no,no,cellular,1,0,winter,1
29228,28,unemployed,single,tertiary,no,0,no,no,telephone,1,0,winter,1
29229,38,management,married,tertiary,no,1308,yes,no,cellular,1,1,winter,1
29231,33,entrepreneur,married,tertiary,no,606,yes,no,cellular,1,0,winter,1
29232,58,retired,married,secondary,no,1227,no,no,cellular,1,0,winter,1
29233,26,student,single,secondary,no,5569,no,no,cellular,1,0,winter,1
29235,45,management,married,tertiary,no,3857,yes,no,cellular,1,0,winter,1
29237,60,blue-collar,married,secondary,no,272,no,no,cellular,1,0,winter,1
29238,33,management,married,tertiary,no,73,yes,no,cellular,1,0,winter,1
29239,58,retired,married,secondary,no,158,yes,yes,cellular,5,0,winter,1
29240,45,unemployed,married,primary,no,0,yes,no,cellular,2,0,winter,1
29241,38,admin.,divorced,secondary,no,485,yes,no,cellular,1,0,winter,1
29242,29,management,single,tertiary,no,642,no,no,cellular,3,0,winter,1
29243,32,blue-collar,single,secondary,no,2142,no,no,cellular,1,0,winter,1
29244,41,services,divorced,secondary,no,840,yes,no,cellular,1,1,winter,1
29245,27,blue-collar,married,primary,no,0,no,no,telephone,1,0,winter,1
29246,29,blue-collar,married,secondary,no,1074,no,no,cellular,1,0,winter,1
29248,39,management,married,unknown,no,1253,no,no,cellular,1,0,winter,1
29249,58,management,divorced,tertiary,no,5701,no,no,cellular,1,1,winter,1
29250,27,admin.,single,tertiary,no,43,no,no,cellular,3,0,winter,1
29251,48,services,married,secondary,no,22,no,no,cellular,2,0,winter,1
29252,40,services,married,secondary,no,809,no,no,cellular,1,0,winter,1
29253,31,unemployed,single,primary,no,1,no,no,cellular,6,0,winter,1
29254,52,services,married,secondary,no,416,yes,no,cellular,2,0,winter,1
29257,31,services,divorced,secondary,no,139,no,no,cellular,1,0,winter,1
29259,53,technician,married,secondary,no,4930,no,yes,cellular,2,0,winter,1
29261,75,retired,divorced,primary,no,46,no,no,cellular,1,0,winter,1
29263,75,retired,married,primary,no,3324,no,no,cellular,1,0,winter,1
29265,61,management,married,tertiary,no,6016,no,no,cellular,3,1,winter,1
29266,30,technician,single,secondary,no,57,no,no,cellular,2,0,winter,1
29267,48,blue-collar,single,primary,no,8990,no,no,telephone,2,1,winter,1
29269,26,blue-collar,single,secondary,no,494,no,no,cellular,1,0,winter,1
29270,38,management,married,tertiary,no,1187,yes,yes,cellular,1,0,winter,1
29271,29,blue-collar,married,secondary,no,321,yes,yes,cellular,2,0,winter,1
29272,36,management,married,tertiary,no,630,no,no,cellular,1,1,winter,1
29273,42,unemployed,single,secondary,no,1523,yes,no,cellular,1,0,winter,1
29274,57,management,married,secondary,no,123,no,no,cellular,2,0,winter,1
29277,26,services,single,secondary,no,37,no,yes,cellular,5,0,winter,1
29280,33,admin.,married,secondary,no,482,yes,no,cellular,1,0,winter,1
29282,31,management,single,tertiary,no,1017,no,no,cellular,1,0,winter,1
29283,38,unemployed,single,secondary,no,2876,no,no,cellular,2,0,winter,1
29286,35,admin.,married,tertiary,no,1145,yes,no,cellular,2,0,winter,1
29287,33,blue-collar,single,secondary,no,123,no,no,cellular,2,0,winter,1
29291,30,self-employed,single,tertiary,no,432,yes,no,cellular,1,1,winter,1
29293,26,technician,single,tertiary,no,15161,no,no,cellular,1,1,winter,1
29294,32,admin.,single,secondary,no,613,yes,no,cellular,1,0,winter,1
29295,54,management,divorced,tertiary,no,2037,no,no,cellular,1,0,winter,1
29296,55,retired,married,secondary,no,-185,no,yes,telephone,2,0,winter,1
29297,67,retired,married,tertiary,no,2841,no,no,cellular,1,0,winter,1
29298,53,management,married,tertiary,no,1759,no,no,cellular,3,0,winter,1
29299,30,admin.,single,secondary,no,3156,no,no,cellular,1,0,winter,1
29301,46,technician,married,unknown,no,304,no,no,cellular,2,0,winter,1
29302,26,self-employed,single,tertiary,no,458,yes,yes,cellular,7,0,winter,1
29305,28,management,single,tertiary,no,233,no,no,telephone,2,0,winter,1
29306,41,management,single,tertiary,no,601,yes,yes,cellular,2,0,winter,1
29307,49,unemployed,married,primary,no,157,yes,no,cellular,2,0,winter,1
29308,36,management,single,unknown,no,601,no,no,cellular,2,0,winter,1
29309,40,entrepreneur,divorced,secondary,no,1247,yes,no,cellular,2,0,winter,1
29313,39,services,married,secondary,no,52,no,no,telephone,3,1,winter,1
29314,33,unemployed,single,tertiary,no,617,no,no,cellular,2,0,winter,1
29316,27,technician,single,unknown,no,0,yes,no,cellular,1,0,winter,1
29317,39,entrepreneur,married,tertiary,no,4,yes,yes,cellular,4,0,winter,1
29318,55,unemployed,married,secondary,no,1339,no,no,cellular,2,0,winter,1
29319,49,blue-collar,married,primary,no,4,yes,yes,cellular,2,0,winter,1
29322,83,retired,married,tertiary,no,6236,no,no,cellular,2,0,winter,1
29324,70,management,married,tertiary,no,13297,no,no,cellular,2,0,winter,1
29325,35,blue-collar,married,primary,no,526,yes,no,cellular,2,0,winter,1
29326,29,management,married,secondary,no,-420,yes,no,cellular,3,0,winter,1
29327,48,blue-collar,single,primary,no,623,yes,no,cellular,2,1,winter,1
29328,32,management,single,tertiary,no,739,yes,no,cellular,2,0,winter,1
29329,31,management,divorced,tertiary,no,0,no,no,cellular,2,0,winter,1
29330,21,student,single,secondary,no,948,no,no,telephone,2,0,winter,1
29331,46,blue-collar,married,primary,no,977,no,yes,telephone,3,1,winter,1
29332,28,technician,single,tertiary,no,172,yes,yes,cellular,2,0,winter,1
29334,26,student,single,secondary,no,0,no,no,cellular,2,1,winter,1
29335,52,admin.,married,secondary,no,2851,no,yes,telephone,1,0,winter,1
29336,28,management,single,tertiary,no,-328,yes,no,telephone,2,0,winter,1
29337,43,management,married,primary,no,73,no,no,cellular,2,0,winter,1
29338,45,admin.,divorced,secondary,no,479,no,no,cellular,2,0,winter,1
29339,36,admin.,married,secondary,no,304,yes,no,cellular,3,0,winter,1
29340,51,services,married,secondary,no,615,no,no,cellular,2,0,winter,1
29342,39,management,married,tertiary,no,588,yes,yes,cellular,2,0,winter,1
29343,51,technician,married,secondary,no,100,no,no,cellular,2,1,winter,1
29344,40,blue-collar,married,secondary,yes,231,yes,no,cellular,3,0,winter,1
29345,28,admin.,married,secondary,no,629,no,no,cellular,4,0,winter,1
29347,30,services,single,secondary,no,3485,no,no,cellular,2,0,winter,1
29348,34,unemployed,single,secondary,no,847,no,no,cellular,2,0,winter,1
29349,32,technician,single,tertiary,no,1534,no,no,cellular,2,0,winter,1
29350,47,entrepreneur,divorced,secondary,no,186,no,no,cellular,2,0,winter,1
29356,35,management,single,unknown,no,342,no,yes,cellular,4,0,winter,1
29357,51,blue-collar,married,primary,no,2095,yes,yes,cellular,4,0,winter,1
29358,27,student,single,tertiary,no,24,yes,no,cellular,2,0,winter,1
29359,49,management,married,secondary,no,466,no,no,cellular,3,0,winter,1
29361,29,student,single,tertiary,no,1679,no,no,cellular,2,0,winter,1
29363,31,management,married,tertiary,no,40,no,no,cellular,2,0,winter,1
29364,44,technician,divorced,tertiary,no,245,yes,no,cellular,2,0,winter,1
29366,37,technician,married,tertiary,no,0,yes,no,cellular,2,0,winter,1
29367,48,management,married,tertiary,no,7289,yes,no,cellular,3,0,winter,1
29368,65,retired,married,tertiary,no,1948,no,no,cellular,2,0,winter,1
29370,27,student,single,unknown,no,1444,no,no,cellular,2,0,winter,1
29371,36,admin.,married,secondary,no,606,yes,no,cellular,2,0,winter,1
29375,55,admin.,single,secondary,yes,986,no,yes,cellular,3,0,winter,1
29377,40,technician,divorced,secondary,no,93,no,no,cellular,2,0,winter,1
29378,35,management,married,tertiary,no,194,no,no,cellular,2,0,winter,1
29379,37,admin.,married,secondary,no,2254,no,no,telephone,2,0,winter,1
29380,59,entrepreneur,divorced,secondary,no,0,no,yes,cellular,2,0,winter,1
29381,50,technician,divorced,secondary,no,0,no,no,cellular,2,0,winter,1
29382,65,retired,married,primary,no,1343,no,no,telephone,2,0,winter,1
29383,55,blue-collar,married,secondary,no,754,no,no,cellular,3,0,winter,1
29385,65,retired,married,tertiary,no,162,no,no,cellular,2,0,winter,1
29386,52,services,married,secondary,no,820,yes,no,cellular,2,0,winter,1
29389,33,management,single,tertiary,no,0,yes,no,cellular,3,0,winter,1
29390,39,technician,single,tertiary,no,5803,no,no,cellular,3,0,winter,1
29391,29,management,single,tertiary,no,2439,no,no,cellular,2,0,winter,1
29392,37,management,married,tertiary,no,751,yes,no,cellular,4,0,winter,1
29393,42,management,married,tertiary,no,11093,no,no,cellular,2,0,winter,1
29396,31,management,single,tertiary,no,3295,no,no,cellular,2,0,winter,1
29399,42,blue-collar,married,primary,no,718,no,no,cellular,2,0,winter,1
29403,31,services,single,tertiary,no,620,no,no,cellular,1,0,winter,1
29406,29,technician,single,secondary,no,286,no,no,telephone,2,0,winter,1
29407,33,services,divorced,secondary,no,69,yes,no,cellular,2,0,winter,1
29408,33,management,single,tertiary,no,153,yes,no,cellular,1,0,winter,1
29410,34,admin.,divorced,secondary,no,66,no,no,cellular,6,0,winter,1
29413,36,services,single,secondary,no,528,no,no,cellular,2,0,winter,1
29415,33,services,married,secondary,no,312,yes,yes,cellular,8,0,winter,1
29417,41,blue-collar,married,secondary,no,0,yes,no,cellular,2,0,winter,1
29418,26,services,single,tertiary,no,2803,no,no,cellular,7,0,winter,1
29421,36,services,single,secondary,no,5315,yes,no,cellular,4,0,winter,1
29422,60,retired,married,secondary,no,0,no,no,cellular,1,0,winter,1
29423,59,housemaid,married,primary,no,182,no,no,cellular,1,0,winter,1
29425,33,management,married,tertiary,no,0,no,no,cellular,1,0,winter,1
29426,36,blue-collar,married,secondary,no,414,no,no,cellular,3,0,winter,1
29427,54,blue-collar,married,secondary,no,5372,yes,no,telephone,2,0,winter,1
29428,25,management,single,tertiary,no,2305,no,no,cellular,1,0,winter,1
29429,26,management,single,tertiary,no,1720,no,no,cellular,1,0,winter,1
29430,53,blue-collar,married,secondary,no,6112,no,no,cellular,1,1,winter,1
29431,31,blue-collar,married,tertiary,no,433,no,yes,cellular,1,0,winter,1
29432,32,self-employed,married,tertiary,no,428,no,yes,cellular,2,0,winter,1
29433,43,services,single,secondary,no,21,no,no,cellular,3,0,winter,1
29434,31,admin.,single,secondary,no,8626,no,no,cellular,1,0,winter,1
29435,53,technician,married,secondary,no,5797,yes,no,cellular,4,0,winter,1
29437,25,technician,single,secondary,no,582,no,yes,cellular,1,0,winter,1
29438,36,management,single,tertiary,no,-679,yes,yes,cellular,1,0,winter,1
29439,40,admin.,single,secondary,no,5061,no,yes,cellular,2,0,winter,1
29443,34,services,married,primary,no,285,yes,no,cellular,4,0,winter,1
29447,54,retired,married,primary,no,117,no,no,cellular,3,0,winter,1
29448,29,technician,single,tertiary,no,1669,no,no,cellular,1,1,winter,1
29449,57,admin.,married,secondary,no,169,no,no,cellular,1,1,winter,1
29451,55,retired,married,tertiary,no,8037,no,no,cellular,2,0,winter,1
29452,43,services,divorced,secondary,no,553,yes,no,telephone,2,0,winter,1
29453,34,admin.,married,secondary,no,-142,yes,no,cellular,3,0,winter,1
29454,25,admin.,single,secondary,no,483,no,yes,cellular,1,1,winter,1
29455,28,services,single,secondary,no,387,no,no,cellular,5,0,winter,1
29458,34,blue-collar,single,primary,no,517,no,yes,cellular,2,0,winter,1
29461,31,management,single,tertiary,no,2915,no,no,cellular,1,0,winter,1
29462,54,technician,divorced,secondary,no,2749,yes,no,cellular,2,0,winter,1
29463,32,admin.,single,unknown,no,393,no,no,cellular,2,0,winter,1
29464,68,retired,divorced,primary,no,250,no,no,cellular,1,1,winter,1
29466,30,blue-collar,married,secondary,no,363,yes,no,cellular,1,0,winter,1
29467,47,entrepreneur,married,tertiary,no,8118,no,no,cellular,3,0,winter,1
29468,28,admin.,single,tertiary,no,282,yes,yes,cellular,1,0,winter,1
29469,27,technician,single,secondary,no,1235,no,no,cellular,1,0,winter,1
29471,43,blue-collar,married,secondary,yes,128,yes,no,cellular,1,0,winter,1
29472,29,technician,single,secondary,no,307,yes,no,cellular,1,0,winter,1
29473,32,blue-collar,married,primary,no,329,yes,no,cellular,1,0,winter,1
29474,34,technician,married,secondary,no,2467,no,no,cellular,1,0,winter,1
29480,29,technician,single,tertiary,no,323,no,no,cellular,1,0,winter,1
29482,44,unemployed,married,primary,no,1617,no,no,telephone,1,0,winter,1
29483,29,student,single,tertiary,no,246,no,no,cellular,1,0,winter,1
29484,43,blue-collar,divorced,primary,no,177,no,no,cellular,1,0,winter,1
29485,27,unemployed,single,primary,no,1088,no,no,cellular,1,0,winter,1
29486,35,unemployed,single,primary,no,483,no,no,cellular,1,0,winter,1
29487,26,unemployed,single,tertiary,no,2170,no,no,cellular,1,0,winter,1
29488,36,unemployed,single,tertiary,no,1291,no,no,cellular,1,1,winter,1
29489,51,technician,divorced,secondary,no,1096,no,no,cellular,1,0,winter,1
29490,59,technician,divorced,secondary,no,2735,no,no,cellular,2,0,winter,1
29491,56,blue-collar,married,primary,no,151,no,no,cellular,1,0,winter,1
29492,31,unemployed,single,tertiary,no,1489,yes,no,cellular,1,0,winter,1
29493,34,management,married,tertiary,no,0,yes,no,cellular,1,1,winter,1
29495,33,self-employed,married,tertiary,no,483,yes,no,cellular,2,0,winter,1
29496,29,admin.,divorced,secondary,no,120,no,yes,cellular,1,0,winter,1
29497,34,admin.,divorced,secondary,no,-75,no,no,cellular,1,0,winter,1
29498,32,unemployed,single,tertiary,no,507,no,no,cellular,1,0,winter,1
29499,56,management,married,primary,no,0,no,no,cellular,1,1,winter,1
29500,38,technician,divorced,secondary,no,902,yes,no,cellular,1,1,winter,1
29501,39,blue-collar,married,primary,no,118,no,no,cellular,1,1,winter,1
29502,48,unemployed,divorced,secondary,no,1266,yes,no,telephone,1,0,winter,1
29503,26,management,single,tertiary,no,159,no,no,cellular,1,0,winter,1
29504,31,student,single,unknown,no,640,no,no,cellular,1,0,winter,1
29507,56,unemployed,married,primary,no,5496,yes,no,cellular,3,0,winter,1
29508,65,retired,married,tertiary,no,1153,no,no,cellular,1,0,winter,1
29509,50,entrepreneur,married,tertiary,no,2442,no,no,cellular,1,0,winter,1
29511,59,unemployed,divorced,secondary,no,2921,no,no,telephone,1,0,winter,1
29512,59,unemployed,divorced,secondary,no,44134,no,no,cellular,1,0,winter,1
29513,64,retired,married,secondary,no,1176,no,no,cellular,1,0,winter,1
29514,30,entrepreneur,married,secondary,no,1013,yes,no,cellular,9,0,winter,1
29515,41,blue-collar,married,primary,no,201,yes,no,cellular,1,1,winter,1
29516,31,admin.,single,secondary,no,757,no,no,cellular,2,0,winter,1
29517,27,student,single,tertiary,no,32,no,no,cellular,1,0,winter,1
29518,27,management,single,secondary,no,924,yes,no,cellular,1,0,winter,1
29520,43,technician,married,tertiary,no,0,no,no,cellular,1,0,winter,1
29521,26,unemployed,single,tertiary,no,23494,no,no,cellular,1,0,winter,1
29522,48,technician,single,secondary,no,-92,yes,no,cellular,1,1,winter,1
29523,59,retired,divorced,secondary,no,514,no,no,cellular,1,1,winter,1
29524,54,management,married,tertiary,no,1303,no,no,cellular,1,1,winter,1
29525,44,unemployed,married,secondary,no,6178,no,no,cellular,3,0,winter,1
29526,31,admin.,married,secondary,no,-106,yes,no,cellular,4,0,winter,1
29527,52,services,married,primary,no,3016,yes,yes,cellular,1,0,winter,1
29528,51,management,married,tertiary,no,2814,no,no,cellular,1,0,winter,1
29529,32,blue-collar,married,secondary,no,320,yes,yes,cellular,4,0,winter,1
29530,33,blue-collar,married,secondary,yes,-266,yes,yes,cellular,7,0,winter,1
29533,45,unknown,married,unknown,no,19706,yes,no,cellular,3,0,winter,1
29536,41,management,married,tertiary,no,0,no,no,cellular,1,0,winter,1
29538,58,blue-collar,divorced,primary,no,835,no,no,telephone,1,0,winter,1
29539,34,technician,married,secondary,no,427,no,no,cellular,1,0,winter,1
29540,52,blue-collar,single,unknown,no,1785,no,no,cellular,2,0,winter,1
29542,28,unemployed,single,secondary,no,3463,no,no,cellular,1,0,winter,1
29543,53,blue-collar,married,primary,no,751,yes,no,cellular,2,1,winter,1
29544,41,unemployed,married,secondary,no,2081,yes,no,cellular,3,0,winter,1
29546,28,blue-collar,single,secondary,no,2700,no,no,cellular,4,0,winter,1
29547,26,blue-collar,single,secondary,no,450,no,yes,cellular,1,0,winter,1
29549,29,management,married,tertiary,no,877,no,no,cellular,3,0,winter,1
29550,28,technician,single,secondary,no,122,no,no,cellular,4,0,winter,1
29551,36,admin.,married,secondary,no,587,no,no,cellular,2,0,winter,1
29552,28,technician,married,secondary,no,679,no,yes,cellular,3,0,winter,1
29553,38,technician,single,tertiary,no,1369,yes,no,cellular,3,0,winter,1
29554,34,entrepreneur,single,tertiary,no,1295,yes,no,cellular,1,0,winter,1
29555,39,blue-collar,married,primary,no,710,no,no,cellular,6,0,winter,1
29558,33,management,single,tertiary,no,1724,no,no,cellular,6,0,winter,1
29559,32,management,single,secondary,no,-515,yes,yes,cellular,6,0,winter,1
29560,52,blue-collar,single,secondary,no,894,no,yes,cellular,2,0,winter,1
29561,32,management,married,tertiary,no,422,yes,no,cellular,5,0,winter,1
29562,55,management,married,secondary,no,964,no,no,cellular,3,0,winter,1
29563,34,housemaid,married,secondary,no,520,yes,no,cellular,6,0,winter,1
29565,26,technician,single,secondary,no,-168,no,yes,cellular,1,0,winter,1
29566,30,management,single,tertiary,no,409,no,no,cellular,6,0,winter,1
29568,44,services,married,primary,no,764,no,no,cellular,1,0,winter,1
29569,38,admin.,married,secondary,no,384,no,no,cellular,1,0,winter,1
29571,42,services,single,secondary,yes,58,no,no,cellular,1,0,winter,1
29572,30,technician,single,secondary,no,151,no,no,cellular,2,0,winter,1
29573,29,self-employed,single,tertiary,no,300,no,no,cellular,1,0,winter,1
29575,31,blue-collar,married,primary,no,845,no,no,cellular,2,0,winter,1
29576,31,technician,single,tertiary,no,1214,no,no,cellular,1,0,winter,1
29577,32,unemployed,single,tertiary,no,5874,no,no,cellular,1,0,winter,1
29578,36,blue-collar,divorced,primary,no,102,no,no,cellular,2,0,winter,1
29579,48,blue-collar,single,secondary,no,312,yes,yes,cellular,2,0,winter,1
29580,36,blue-collar,married,secondary,yes,13,no,yes,cellular,4,0,winter,1
29581,34,blue-collar,married,secondary,no,563,no,yes,cellular,2,0,winter,1
29582,60,services,divorced,secondary,no,758,no,no,cellular,1,0,winter,1
29583,56,self-employed,married,tertiary,no,350,no,no,cellular,3,0,winter,1
29584,30,admin.,single,secondary,no,72,no,no,cellular,2,0,winter,1
29585,29,student,single,tertiary,no,559,no,no,cellular,2,0,winter,1
29586,29,technician,single,secondary,no,18,no,no,cellular,3,0,winter,1
29587,36,management,married,tertiary,no,254,no,no,cellular,2,1,winter,1
29590,29,unknown,single,secondary,no,1288,no,no,cellular,1,0,winter,1
29591,32,technician,single,secondary,no,0,no,no,cellular,1,0,winter,1
29592,34,management,single,tertiary,no,1190,no,no,cellular,7,0,winter,1
29593,29,management,married,tertiary,no,1606,yes,no,cellular,6,0,winter,1
29595,39,blue-collar,married,unknown,no,295,yes,no,cellular,1,0,winter,1
29596,42,technician,married,secondary,no,440,yes,no,cellular,5,0,winter,1
29597,27,unemployed,single,tertiary,no,1,no,no,cellular,2,0,winter,1
29598,38,management,married,tertiary,no,655,no,no,cellular,3,0,winter,1
29599,32,management,married,secondary,no,1215,yes,yes,cellular,2,0,winter,1
29600,46,technician,married,secondary,no,863,yes,no,cellular,3,0,winter,1
29603,60,retired,married,tertiary,no,3461,no,no,cellular,2,0,winter,1
29605,38,services,married,tertiary,no,1324,yes,no,cellular,1,0,winter,1
29606,39,unemployed,single,secondary,no,-114,yes,no,cellular,1,1,winter,1
29607,36,unemployed,single,tertiary,no,221,no,no,cellular,4,0,winter,1
29608,27,blue-collar,single,secondary,no,551,no,no,cellular,2,0,winter,1
29609,54,technician,divorced,secondary,no,258,no,no,cellular,3,0,winter,1
29610,69,retired,married,primary,no,2713,no,no,telephone,1,0,winter,1
29611,43,management,married,tertiary,no,5082,no,no,cellular,3,0,winter,1
29612,34,unemployed,married,tertiary,no,425,no,no,cellular,2,0,winter,1
29614,24,admin.,single,secondary,no,172,no,no,cellular,1,0,winter,1
29615,38,management,married,tertiary,no,613,no,no,cellular,1,1,winter,1
29618,28,student,single,tertiary,no,3026,no,no,cellular,1,0,winter,1
29619,48,unemployed,married,secondary,no,11371,yes,no,cellular,3,0,winter,1
29621,36,management,married,tertiary,no,618,no,no,cellular,2,0,winter,1
29623,27,blue-collar,single,primary,no,1,no,no,cellular,6,0,winter,1
29624,41,entrepreneur,married,tertiary,no,0,yes,no,cellular,3,0,winter,1
29626,54,retired,married,secondary,no,1154,yes,no,telephone,3,0,winter,1
29627,27,unemployed,single,secondary,no,0,no,yes,cellular,2,0,winter,1
